job_full_c8220_0: pred=1.678691s actual=2.928099s q_error=1.7443
job_full_c8220_1: pred=2.560250s actual=2.302204s q_error=1.1121
job_full_c8220_2: pred=9.725338s actual=20.287203s q_error=2.0860
job_full_c8220_3: pred=1.751019s actual=1.547206s q_error=1.1317
job_full_c8220_4: pred=9.983999s actual=10.563031s q_error=1.0580
job_full_c8220_5: pred=2.366126s actual=0.978475s q_error=2.4182
job_full_c8220_6: pred=2.490620s actual=2.208533s q_error=1.1277
job_full_c8220_7: pred=2.272809s actual=2.501070s q_error=1.1004
job_full_c8220_8: pred=6.323313s actual=3.990029s q_error=1.5848
job_full_c8220_9: pred=17.723253s actual=21.196683s q_error=1.1960
job_full_c8220_10: pred=3.272260s actual=8.075350s q_error=2.4678
job_full_c8220_11: pred=3.173817s actual=26.857184s q_error=8.4621
job_full_c8220_12: pred=3.184318s actual=22.140122s q_error=6.9529
job_full_c8220_13: pred=3.544187s actual=2.534943s q_error=1.3981
job_full_c8220_14: pred=3.716344s actual=2.584857s q_error=1.4377
job_full_c8220_15: pred=9.711166s actual=7.575187s q_error=1.2820
job_full_c8220_16: pred=9.946740s actual=10.688525s q_error=1.0746
job_full_c8220_17: pred=10.721019s actual=10.063763s q_error=1.0653
job_full_c8220_18: pred=9.650141s actual=10.034635s q_error=1.0398
job_full_c8220_19: pred=9.273258s actual=7.319890s q_error=1.2669
job_full_c8220_20: pred=8.378819s actual=6.962943s q_error=1.2033
job_full_c8220_21: pred=8.817275s actual=7.088226s q_error=1.2439
job_full_c8220_22: pred=9.200691s actual=11.161621s q_error=1.2131
job_full_c8220_23: pred=2.989976s actual=14.394615s q_error=4.8143
job_full_c8220_24: pred=2.741116s actual=4.925298s q_error=1.7968
job_full_c8220_25: pred=3.323362s actual=18.671276s q_error=5.6182
job_full_c8220_26: pred=4.757193s actual=5.849403s q_error=1.2296
job_full_c8220_27: pred=12.616616s actual=27.473789s q_error=2.1776
job_full_c8220_28: pred=1.211479s actual=0.457662s q_error=2.6471
job_full_c8220_29: pred=1.144582s actual=0.586060s q_error=1.9530
job_full_c8220_30: pred=1.140316s actual=0.366206s q_error=3.1139
job_full_c8220_31: pred=1.144582s actual=0.586076s q_error=1.9530
job_full_c8220_32: pred=8.200823s actual=6.212200s q_error=1.3201
job_full_c8220_33: pred=5.634690s actual=6.149403s q_error=1.0913
job_full_c8220_34: pred=2.761342s actual=4.653701s q_error=1.6853
job_full_c8220_35: pred=4.471481s actual=5.380522s q_error=1.2033
job_full_c8220_36: pred=10.913117s actual=6.041000s q_error=1.8065
job_full_c8220_37: pred=7.255400s actual=18.410433s q_error=2.5375
job_full_c8220_38: pred=9.222729s actual=6.179959s q_error=1.4924
job_full_c8220_39: pred=3.184994s actual=2.329659s q_error=1.3672
job_full_c8220_40: pred=3.546318s actual=2.249410s q_error=1.5766
job_full_c8220_41: pred=6.085082s actual=4.352833s q_error=1.3980
job_full_c8220_42: pred=8.290956s actual=10.200384s q_error=1.2303
job_full_c8220_43: pred=8.946720s actual=21.095999s q_error=2.3580
job_full_c8220_44: pred=2.301591s actual=0.740530s q_error=3.1080
job_full_c8220_45: pred=1.499934s actual=0.686113s q_error=2.1861
job_full_c8220_46: pred=1.211039s actual=0.630046s q_error=1.9221
job_full_c8220_47: pred=2.506022s actual=1.803751s q_error=1.3893
job_full_c8220_48: pred=4.974369s actual=4.654181s q_error=1.0688
job_full_c8220_49: pred=1.046250s actual=0.387396s q_error=2.7007
job_full_c8220_50: pred=1.004425s actual=0.423591s q_error=2.3712
job_full_c8220_51: pred=5.630462s actual=1.709420s q_error=3.2938
job_full_c8220_52: pred=3.624537s actual=1.425871s q_error=2.5420
job_full_c8220_53: pred=4.633073s actual=1.736582s q_error=2.6679
job_full_c8220_54: pred=1.623085s actual=2.291976s q_error=1.4121
job_full_c8220_55: pred=1.888613s actual=0.967681s q_error=1.9517
job_full_c8220_56: pred=1.924335s actual=3.169967s q_error=1.6473
job_full_c8220_57: pred=1.681120s actual=0.783393s q_error=2.1459
job_full_c8220_58: pred=1.591311s actual=0.465611s q_error=3.4177
job_full_c8220_59: pred=1.738681s actual=0.729034s q_error=2.3849
job_full_c8220_60: pred=1.662395s actual=0.226457s q_error=7.3409
job_full_c8220_61: pred=1.244085s actual=1.621557s q_error=1.3034
job_full_c8220_62: pred=3.997565s actual=3.338705s q_error=1.1973
job_full_c8220_63: pred=4.180711s actual=4.024674s q_error=1.0388
job_full_c8220_64: pred=4.850522s actual=4.697874s q_error=1.0325
job_full_c8220_65: pred=4.188151s actual=4.003509s q_error=1.0461
job_full_c8220_66: pred=3.491979s actual=4.430098s q_error=1.2686
job_full_c8220_67: pred=4.180711s actual=4.111290s q_error=1.0169
job_full_c8220_68: pred=9.643012s actual=8.652514s q_error=1.1145
job_full_c8220_69: pred=7.028328s actual=5.683184s q_error=1.2367
job_full_c8220_70: pred=1.573422s actual=2.103513s q_error=1.3369
job_full_c8220_71: pred=1.390449s actual=2.001956s q_error=1.4398
job_full_c8220_72: pred=10.214983s actual=24.881011s q_error=2.4357
job_full_c8220_73: pred=2.303986s actual=3.466540s q_error=1.5046
job_full_c8220_74: pred=4.034176s actual=19.992886s q_error=4.9559
job_full_c8220_75: pred=2.729874s actual=3.527708s q_error=1.2923
job_full_c8220_76: pred=8.887581s actual=7.215452s q_error=1.2317

Test set (job_full, 77 queries): q-error avg=2.0395 p50=1.4398 p75=2.3712 p90=3.1858 min=1.0169 max=8.4621
